-113.318006,53.511029,"Walmart Supercentre; #3154,  Gas,","239 Wye Rd,Sherwood Park AB ,T8B 1N1"
-113.279915,53.568364,"Walmart Supercentre; #1123, ","7000 Emerald Dr,Sherwood Park AB ,T8H 0P5"
-114.784367,55.272669,"Walmart; #1030, ","601 - 1500 Main St SW,Slave Lake AB ,T0G 2A4"
-113.931937,53.539693,"Walmart Supercentre; #3637, ","90 Campsite Rd,Spruce Grove AB ,T7X 4H4"
-113.633174,53.659257,"Walmart Supercentre; #3087, ","700 St Albert Rd,St Albert AB ,T8N 7A5"
-112.738479,52.324303,"Walmart Supercentre; #1034, ","4721 70 St,Stettler AB ,T0C 2L1"
-113.381997,51.038849,"Walmart Supercentre; #1049, ","200 Ranch Market,Strathmore AB ,T1P 0A1"
-114.063359,52.305462,"Walmart Supercentre; #1102, ","3420 47th Ave,Sylvan Lake AB ,T4S 0B6"
-112.128097,49.783451,"Walmart; #1046, ","4500 64 St,Taber AB ,T1G 0A4"
-112.082576,53.502912,"Walmart Supercentre; #1071, ","6809 Hwy-16A W,Vegreville AB ,T9C 0A2"
-110.827387,52.841926,"Walmart Supercentre; #1062, ","2901 13 Ave,Wainwright AB ,T9W 0A1"
-113.393672,52.953464,"Walmart Supercentre; #3112, ","3600 56 St,Wetaskiwin AB ,T9A 3T5"
-115.668503,54.141354,"Walmart; #1009, ","5005 Dahl Dr,Whitecourt AB ,T7S 1P6"
-149.738148,61.230495,"Sam's Club; #6602,  Gas,","1074 N Muldoon Rd,Anchorage AK ,99504"
-149.881507,61.192165,"Walmart Supercenter; #2070, ","3101 A St,Anchorage AK ,99503"
-149.74255,61.21274,"Walmart Supercenter; #4359, ","7405 Debarr Rd,Anchorage AK ,99504"
-149.860557,61.140814,"Sam's Club; #6601, ","8801 Old Seward Hwy,Anchorage AK ,99515"
-149.868161,61.140234,"Walmart Supercenter; #2071, ","8900 Old Seward Hwy,Anchorage AK ,99515"
-149.535324,61.30978,"Walmart Supercenter; #2188, ","18600 Eagle River Rd,Eagle River AK ,99577"
-147.707913,64.851952,"Sam's Club; #6603,  Gas,","48 College Rd,Fairbanks AK ,99701"
-147.688971,64.857356,"Walmart Supercenter; #2722, ","537 Johansen Expy,Fairbanks AK ,99701"
-151.226631,60.564167,"Walmart Supercenter; #4474, ","10096 Kenai Spur,Kenai AK ,99611"
-131.720364,55.376113,"Walmart; #2710, ","4230 Don King Rd,Ketchikan AK ,99901"
-152.36445,57.811389,"Walmart; #2711, ","2911 Mill Bay Rd,Kodiak AK ,99615"
-149.362998,61.568711,"Walmart Supercenter; #2074, ","1350 S Seward Meridian Pkwy,Wasilla AK ,99654"
-86.8041936,33.2356697,"Murphy: USA;  Gas/Diesel,","560 Colonial Promenade Pkwy; I-65 Exit 238,Alabaster AL ,35007"
-86.80236,33.235791,"Walmart Supercenter; #0423,  Gas/Diesel,","630 Colonial Promenade Pkwy; I-65 Exit 238,Alabaster AL ,35007"
-86.828684,33.211457,"Wm Nbrhd Mkt; #4756,  Gas,","9085 Hwy 119; I 65 Exit 238,Alabaster AL ,35007"
-85.9783568,32.9396785,"Murphy: USA;  Gas,","2507 Hwy 280,Alexander City AL ,35010"
-85.976666,32.940771,"Walmart Supercenter; #0726,  Gas,","2643 Hwy 280,Alexander City AL ,35010"
-86.445471,31.320815,"Walmart Supercenter; #1091,  Gas/Diesel,","1991 Dr MLK Jr Expy,Andalusia AL ,36420"
-86.4472847,31.3187358,"Murphy: USA;  Gas/Diesel,","1997 Dr MLK Jr Expy,Andalusia AL ,36420"
-85.819395,33.719758,"Walmart Supercenter; #0329,  Gas/Diesel,","5560 McClellan Blvd,Anniston AL ,36206"
-85.8180352,33.7192029,"Murphy: USA;  Gas,","5564 McClellan Blvd,Anniston AL ,36206"
-86.500972,34.341907,"Walmart Supercenter; #0306,  Gas/Diesel,","1450 N Brindlee Mountain Pkwy,Arab AL ,35016"
-86.5026703,34.3428307,"Murphy: USA;  Gas/Diesel,","1468 N Brindlee Mountain Pkwy,Arab AL ,35016"
-86.958676,34.787751,"Walmart Supercenter; #0661,  Gas,","1011 Hwy 72 E; I-65 Exit 351,Athens AL ,35611"
-86.956765,34.788609,"Murphy: USA;  Gas,","800 US Highway 31 S,Athens AL ,35611"
-87.493024,31.035551,"Walmart Supercenter; #7247, ","911 N Main St,Atmore AL ,36502"
-86.093527,33.994538,"Walmart Supercenter; #0316, ","973 Gilbert Ferry Rd SE; I-59 Exit 181,Attalla AL ,35954"
-85.4993057,32.5712166,"Murphy: USA;  Gas,","1717 S College St; I-85 Exit 51,Auburn AL ,36832"
-85.497471,32.571045,"Walmart Supercenter; #0356,  Gas,","1717 S College St; I-85 Exit 51,Auburn AL ,36830"
-85.507812,32.601971,"Wm Nbrhd Mkt; #4673, ","1810 Shug Jordan Pkwy,Auburn AL ,36832"
-85.449951,32.624538,"Wm Nbrhd Mkt; #5062, ","2047 E University Dr,Auburn AL ,36830"
-85.430014,32.608515,"Sam's Club; #4989,  Gas/Diesel,","2335 Bent Creek Rd; I-85 Exit 57,Auburn AL ,36830"
-87.7880976,30.8845009,"Murphy: USA;  Gas/Diesel,","1000 W 7th,Bay Minette AL ,36507"
-87.789589,30.885155,"Walmart Supercenter; #2739,  Gas/Diesel,","701 Mcmeans Ave,Bay Minette AL ,36507"
-87.000752,33.361937,"Walmart Supercenter; #0764, ","750 Academy Dr; I-20/59 Exit 108,Bessemer AL ,35022"
-86.7015166,33.5865737,"Murphy: USA;  Gas/Diesel,","121 Roebuck Plaza Dr,Birmingham AL ,35206"
-86.684336,33.637771,"Wm Nbrhd Mkt; #5100, ","1916 Center Point Rd,Birmingham AL ,35215"
-86.924324,33.580015,"Walmart Supercenter; #1158, ","2473 Hackworth Rd,Birmingham AL ,35005"
-86.739678,33.383703,"Wm Nbrhd Mkt; #3424, ","2653 Valleydale Rd,Birmingham AL ,35244"
-86.820963,33.467775,"Wm Nbrhd Mkt; #4504, ","312 Palisades Blvd; I-65 Exit 256,Birmingham AL ,35209"
-86.675768,33.421066,"Walmart Supercenter; #2111, ","5335 Hwy 280 S,Birmingham AL ,35242"
-86.629063,33.639944,"Walmart Supercenter; #2713, ","5919 Trussville Crossings Pkwy; I-59 Exit 141,Birmingham AL ,35235"
-86.625486,33.64461,"Sam's Club; #4817,  Gas,","5940 Trussville Crossing Blvd; I-59 Exit 141,Birmingham AL ,35235"
-86.702787,33.588879,"Walmart Supercenter; #0762,  Gas/Diesel,","9248 Pkwy E; I-59 Exit 134,Birmingham AL ,35215"
-86.154183,34.214719,"Walmart Supercenter; #0298,  Gas/Diesel,","1972 Hwy 431,Boaz AL ,35957"
-86.156547,34.215927,"Murphy: USA;  Gas/Diesel,","2040 Hwy 431,Boaz AL ,35957"
-87.171218,32.963891,"Walmart Supercenter; #0425, ","10675 Hwy 5,Brent AL ,35034"
-87.071111,31.139671,"Walmart Supercenter; #1620, ","2578 Douglas Ave,Brewton AL ,36426"
-86.7498748,33.146051,"Murphy: USA;  Gas/Diesel,","169 Super Center Dr,Calera AL ,35040"
-86.749933,33.146733,"Walmart Supercenter; #3271,  Gas/Diesel,","5100 Hwy 31; I-65 Exit 231,Calera AL ,35040"
-85.713114,34.162109,"Walmart Supercenter; #5126,  Gas/Diesel,","1950 W Main St,Centre AL ,35960"
-85.7141867,34.161121,"Murphy: USA;  Gas/Diesel,","1960 W Main St,Centre AL ,35960"
-86.619256,33.348741,"Walmart Supercenter; #4330, ","16077 Hwy 280,Chelsea AL ,35043"
-86.6091614,32.819024,"Murphy: USA;  Gas,","1411 7th St S,Clanton AL ,35045"
-86.608656,32.81751,"Walmart Supercenter; #0424,  Gas,","1415 7th St S,Clanton AL ,35045"
-86.867642,34.206543,"Walmart Supercenter; #7280, ","5601 Hwy 157,Cullman AL ,35058"
-86.8416667,34.1515669,"Murphy: USA;  Gas/Diesel,","624 Olive St SW,Cullman AL ,35055"
-86.84217,34.150102,"Walmart Supercenter; #0670,  Gas/Diesel,","626 Olive St SW,Cullman AL ,35055"
-87.9055252,30.6250114,"Murphy: USA;  Gas/Diesel,","27521 Wal-Mart Dr,Daphne AL ,36526"
-87.855036,30.659206,"Sam's Club; #4990,  Gas/Diesel,","29683 Frederick Blvd,Daphne AL ,36526"
-87.905836,30.625109,"Walmart Supercenter; #0934,  Gas/Diesel,","27520 Hwy 98,Daphne/lake Forest AL ,36526"
-86.980726,34.589341,"Wm Nbrhd Mkt; #2488, ","1203 6th Ave SE,Decatur AL ,35601"
-86.99665,34.556568,"Murphy: USA;  Gas,","2800 Spring Ave SW,Decatur AL ,35603"
-86.996774,34.556577,"Walmart Supercenter; #0662,  Gas,","2800 Spring Ave SW,Decatur AL ,35603"
-87.8490146,32.4968485,"Murphy: USA;  Gas/Diesel,","1057 Hwy 80 W,Demopolis AL ,36732"
-87.849767,32.493672,"Walmart Supercenter; #0731,  Gas/Diesel,","969 Hwy 80 W,Demopolis AL ,36732"
-85.403192,31.178689,"Walmart Supercenter; #2534,  Gas/Diesel,","3300 S Oates St,Dothan AL ,36301"
-85.4020668,31.177897,"Murphy: USA;  Gas/Diesel,","3370 S Oates St,Dothan AL ,36301"
-85.427009,31.244343,"Sam's Club; #8192,  Gas,","3440 Ross Clark Crl NW,Dothan AL ,36303"
-85.450272,31.232255,"Wm Nbrhd Mkt; #5769, ","3871 W Main St,Dothan AL ,36305"
-85.440582,31.267021,"Walmart Supercenter; #0604,  Gas/Diesel,","4310 Montgomery Hwy,Dothan AL ,36303"
-85.4420013,31.2658539,"Murphy: USA;  Gas/Diesel,","4454 Montgomery Hwy,Dothan AL ,36303"
-85.8486633,31.3409863,"Murphy: USA;  Gas,","600 Boll Weevil Circle,Enterprise AL ,36330"
-85.827301,31.315718,"Walmart Supercenter; #0734,  Gas,","600 Boll Weevil Circle,Enterprise AL ,36330"
-85.169277,31.843765,"Walmart Supercenter; #1638,  Gas/Diesel,","3176 S Eufaula Ave,Eufaula AL ,36072"
-85.1674238,31.8433604,"Murphy: USA;  Gas/Diesel,","3182 S Eufaula Ave,Eufaula AL ,36027"
-86.9149259,33.4660593,"Murphy: USA;  Gas/Diesel,","7203 Aaron Aronov Dr,Fairfield AL ,35064"
-87.851335,30.523594,"Walmart Supercenter; #4333, ","10040 County Rd 48,Fairhope AL ,36533"
-87.8524605,30.5214096,"Murphy: USA;  Gas/Diesel,","20390 Hwy 181,Fairhope AL ,36532"
-87.8091542,33.7337371,"Murphy: USA;  Gas,","3184 Hwy 171 N,Fayette AL ,35555"
-87.809441,33.731747,"Walmart Supercenter; #1052,  Gas,","3186 Hwy 171 N,Fayette AL ,35555"
-87.657927,34.818559,"Wm Nbrhd Mkt; #4188, ","1410 Florence Blvd,Florence AL ,35630"
-87.686623,34.841215,"Walmart Supercenter; #4187, ","2701 Cloverdale Rd,Florence AL ,35633"
-87.626348,34.834258,"Walmart Supercenter; #0766, ","3100 Hough Rd,Florence AL ,35630"
-87.633309,34.840258,"Sam's Club; #8196, ","364 Cox Creek Pkwy,Florence AL ,35630"
-87.6834331,30.3830586,"Murphy: USA;  Gas,","2180 S McKenzie St,Foley AL ,36535"
-87.685801,30.382455,"Walmart Supercenter; #0904,  Gas,","2200 S Mckenzie St,Foley AL ,36535"
-85.7594711,34.4385519,"Murphy: USA;  Gas,","1915 Glenn Blvd SW,Fort Payne AL ,35968"
-85.760699,34.439762,"Walmart Supercenter; #0691,  Gas,","2001 Glenn Blvd SW; I-59 Exit 218,Fort Payne AL ,35968"
-85.98755,34.01215,"Walmart Supercenter; #0301, ","340 E Meighan Blvd,Gadsden AL ,35903"
-86.823856,33.647208,"Walmart Supercenter; #1201,  Gas/Diesel,","890 Odum Rd; I-65 Exit 271,Gardendale AL ,35071"
-86.8244629,33.6484947,"Murphy: USA;  Gas/Diesel,","916 Odum Rd; I-65 exit 271,Gardendale AL ,35071"
-85.89959,31.051002,"Walmart; #1063, ","1608 W Magnolia Ave: I-65 Exit 130,Geneva AL ,36340"
-86.646321,31.849455,"Walmart Supercenter; #1462,  Gas/Diesel,","501 Willow Lane: I-65 Exit 130,Greenville AL ,36037"
-86.6433556,31.851503,"Murphy: USA;  Gas/Diesel,","701 Willow Lane; I-65 Exit 130,Greenville AL ,36037"
-87.6868878,30.264755,"Murphy: USA;  Gas/Diesel,","140 E Fort Morgan Rd,Gulf Shores AL ,36542"
-87.686455,30.266434,"Walmart Supercenter; #2748,  Gas/Diesel,","170 E Fort Morgan Rd,Gulf Shores AL ,36542"
-86.27847,34.300251,"Walmart Supercenter; #0681,  Gas,","11697 Hwy 431,Guntersville AL ,35976"
-86.2794189,34.3012543,"Murphy: USA;  Gas,","11705 Hwy 431,Guntersville AL ,35976"
-87.598816,34.239773,"Walmart Supercenter; #0409, ","42466 Hwy 195,Haleyville AL ,35565"
-87.990125,34.119895,"Walmart Supercenter; #1100, ","1706 Military St. S,Hamilton AL ,35570"
-86.948615,34.453313,"Walmart Supercenter; #1124,  Gas/Diesel,","1201 Hwy 31 NW,Hartselle AL ,35640"
-86.9476242,34.4543839,"Murphy: USA;  Gas/Diesel,","1213 Hwy 31 NW,Hartselle AL ,35640"
-86.57179,34.943577,"Walmart Supercenter; #6878, ","14595 N Hwy 231/432 N,Hazel Green AL ,35750"
-86.851306,33.27955,"Wm Nbrhd Mkt; #4189, ","335 Helena Market Pl,Helena AL ,35080"
-86.819967,33.448284,"Sam's Club; #8247,  Gas,","201 Lakeshore Pkwy,Homewood AL ,35209"
-86.821477,33.447699,"Walmart Supercenter; #1481, ","209 Lakeshore Pkwy; I-65 Exit 255,Homewood AL ,35209"
-86.82546,33.362717,"Walmart Supercenter; #1229, ","2780 John Hawkins Pkwy; I-459 Exit 10,Hoover AL ,35244"
-86.808073,33.373856,"Sam's Club; #4724,  Gas,","3053 John Hawkins Pkwy; I-459 Exit 10,Hoover AL ,35244"
-86.798124,33.393198,"Wm Nbrhd Mkt; #3184, ","3320 Lorna Rd,Hoover AL ,35216"
-86.968613,33.458664,"Walmart Supercenter; #4497, ","1007 Red Farmer Dr,Hueytown AL ,35023"
-86.597427,34.786949,"Walmart Pharmacy/Clinic ; #7254, ","1 Cottonwood Dr NW,Huntsville AL ,35810"
-86.5701447,34.6158867,"Murphy: USA;  Gas,","11610 Memorial Pkwy S,Huntsville AL ,35803"
-86.569318,34.615841,"Walmart Supercenter; #0434,  Gas,","11610 Memorial Pkwy S,Huntsville AL ,35803"
-86.5933075,34.7632942,"Murphy: USA;  Gas/Diesel,","2150 Sparkman Dr NW,Huntsville AL ,35810"
-86.492693,34.818134,"Walmart Supercenter; #7324, ","2165 Winchester Rd NE,Huntsville AL ,35811"
-86.592125,34.764268,"Walmart Supercenter; #0433,  Gas/Diesel,","2200 Sparkman Dr,Huntsville AL ,35810"
-86.571387,34.642811,"Sam's Club; #8107,  Gas,","2235 National Blvd,Huntsville AL ,35810"
-86.585134,34.702931,"Walmart Supercenter; #0375, ","3031 Memorial Pkwy SW,Huntsville AL ,35801"
-86.633926,34.749954,"Wm Nbrhd Mkt; #3185, ","4226 Oakwood Ave NW,Huntsville AL ,35810"
-86.658454,34.736543,"Sam's Club; #4776,  Gas,","5651 Holmes AvE NW,Huntsville AL ,35816"
-86.675545,34.745947,"Walmart Supercenter; #0332, ","6140a University Dr,Huntsville AL ,35806"
-86.541176,34.647125,"Wm Nbrhd Mkt; #5716, ","9020 Bailey Cove Rd SE,Huntsville AL ,35802"
-86.720333,33.528144,"Walmart Supercenter; #1711, ","1600 Montclair Rd; I-20 Exit 132,Irondale AL ,35210"
-86.692638,33.533158,"Sam's Club; #8212,  Gas/Diesel,","3900 Grants Mill Rd; I-20 Exit 133,Irondale AL ,35210"
-87.8762598,31.5568831,"Murphy: USA;  Gas,","115 Walker Springs Rd,Jackson AL ,36545"
-87.8761,31.55913,"Walmart Supercenter; #2760,  Gas,","4206 College Ave,Jackson AL ,36545"
-85.7641144,33.788311,"Murphy: USA;  Gas/Diesel,","1625 Pelham Rd S,Jacksonville AL ,36265"
-85.764007,33.788231,"Walmart Supercenter; #0300,  Gas/Diesel,","1625 Pelham Rd S,Jacksonville AL ,36265"
-87.254556,33.843721,"Walmart Supercenter; #0287, ","1801 Hwy 78 E,Jasper AL ,35501"
-86.519748,33.562104,"Walmart Supercenter; #0562, ","8551 Whitfield Ave; I-20 Exit 144,Leeds AL ,35094"
-86.74917,34.79353,"Wm Nbrhd Mkt; #7342, ","7140 Wall Triana Hwy,Madison AL ,35757"
-86.7302,34.756393,"Walmart Pickup & Fuel; #5740, Gas,","7520 Hwy 72 W,Madison AL ,35758"
-86.728953,34.756306,"Wm Nbrhd Mkt; #5746, ","7520 Hwy 72 W,Madison AL ,35758"
-86.773289,34.749878,"Walmart Supercenter; #5703, ","8580 Hwy 72,Madison AL ,35758"
-86.740257,34.681766,"Murphy: USA;  Gas,","8600 Madison Blvd; I-565 Exit 9,Madison AL ,35758"
-86.740697,34.682772,"Walmart Supercenter; #2690,  Gas,","8650 Madison Blvd; I-565 Exit 9,Madison AL ,35758"
-86.399215,32.494634,"Walmart Supercenter; #4318, ","145 Kelley Blvd; I-65 Exit 181,Millbrook AL ,36054"
-86.3062676,32.331387,"Murphy: USA;  Gas/Diesel,","35 Kelley Blvd,Millbrook AL ,36054"
-88.125032,30.683536,"Walmart Supercenter; #0991, ","101 S Beltline Hwy,Mobile AL ,36606"
-88.16761,30.713487,"Wm Nbrhd Mkt; #4210, ","1300 N University Blvd,Mobile AL ,36618"
-88.1613223,30.6495582,"Murphy: USA;  Gas/Diesel,","1970 S University Blvd,Mobile AL ,36609"
-88.161798,30.649465,"Wm Nbrhd Mkt; #5098,  Gas/Diesel,","1970 S University Blvd,Mobile AL ,36609"
-88.247149,30.639031,"Walmart Supercenter; #4581, ","2500 Dawes Rd,Mobile AL ,36695"
-88.103716,30.668953,"Wm Nbrhd Mkt; #5740, ","2570 Government Blvd,Mobile AL ,36606"
-88.162626,30.594576,"Walmart Supercenter; #0866, ","5245 Rangeline Service Rd,Mobile AL ,36619"
-88.123167,30.678167,"Sam's Club; #8102,  Gas,","601 E; I-65 Service Rd S; I-65 Exit 3,Mobile AL ,36606"
-88.189511,30.640966,"Wm Nbrhd Mkt; #4657, ","6350 Cottage Hill Rd,Mobile AL ,36609"
-88.194899,30.679921,"Wm Nbrhd Mkt; #4648, ","6575 Airport Blvd,Mobile AL ,36608"
-88.223742,30.677928,"Walmart Supercenter; #0853, ","685 Schillinger Rd,Mobile AL ,36695"
-87.33097,31.48112,"Walmart Supercenter; #1493, ","3371 S Alabama Ave,Monroeville AL ,36460"
-86.1339951,32.3571968,"Murphy: USA;  Gas/Diesel,","10620 Chantilly Pkwy; I-85 Exit 11,Montgomery AL ,36117"
-86.133813,32.355393,"Walmart Supercenter; #4407, ","10710 Chantilly Pkwy; I-85 Exit 11,Montgomery AL ,36117"
-86.214737,32.465771,"Sam's Club; #8106,  Gas,","1080 Eastern Blvd; I-85 Exit 6,Montgomery AL ,36117"
-86.267625,32.403706,"Wm Nbrhd Mkt; #4672, ","1600 Federal Dr,Montgomery AL ,36109"
-86.23261,32.326823,"Walmart Supercenter; #0930, ","3801 Eastern Blvd,Montgomery AL ,36116"
-86.186348,32.3830223,"Murphy: USA;  Gas/Diesel,","6401 Atlanta Hwy,Montgomery AL ,36117"
-86.184597,32.384223,"Walmart Supercenter; #0938,  Gas/Diesel,","6495 Atlanta Hwy,Montgomery AL ,36117"
-86.175159,32.338768,"Wm Nbrhd Mkt; #4691, ","8035 Vaughn Rd,Montgomery AL ,36116"
-86.2709134,32.37113,"Murphy: USA;  Gas/Diesel,","805 Ann St; I-85 Exit 3,Montgomery AL ,36107"
-86.269382,32.370347,"Walmart Supercenter; #5348,  Gas/Diesel,","851 Ann St; I-85 Exit 3,Montgomery AL ,36107"
-87.3112717,34.66576,"Murphy: USA;  Gas/Diesel,","15441 Hwy 24,Moulton AL ,35650"
-87.276973,34.494578,"Walmart Supercenter; #0394, ","15445 Hwy 24,Moulton AL ,35650"
-87.673706,34.746723,"Walmart Supercenter; #0660,  Gas,","517 W Avalon Ave,Muscle Shoals AL ,35661"
-87.7119651,34.7453778,"Murphy: USA;  Gas,","571 W Avalon Ave,Muscle Shoals AL ,35661"
-87.6131363,33.2358665,"Murphy: USA;  Gas,","5700 McFarland Blvd,Northport AL ,35476"
-87.61419,33.236196,"Walmart Supercenter; #2306,  Gas,","5710 Mcfarland Blvd,Northport AL ,35476"
-86.447084,33.971806,"Walmart Supercenter; #0315, ","2453 2nd Ave E,Oneonta AL ,35121"
-85.421653,32.637052,"Walmart Supercenter; #0355,  Gas/Diesel,","2900 Pepperell Pkwy; I-85 Exit 58,Opelika AL ,36801"
-85.4218246,32.6354134,"Murphy: USA;  Gas/Diesel,","2950 Pepperell Pkwy; I-85 Exit 58,Opelika AL ,36801"
-87.593859,30.268534,"Wm Nbrhd Mkt; #5653, ","25241 Perdido Blvd,Orange Beach AL ,36561"
-86.485785,34.658484,"Walmart Supercenter; #5197,  Gas/Diesel,","330 Sutton Rd,Owens Cross Roads AL ,35763"
-86.4855713,34.6599354,"Murphy: USA;  Gas/Diesel,","386 Sutton Rd,Owens Cross Roads AL ,35763"
-85.776366,33.610335,"Sam's Club; #4836,  Gas,","1900 Oxford Exchange Blvd; I-20 Exit 188,Oxford AL ,36203"
-85.834571,33.600784,"Murphy: USA;  Gas/Diesel,","45 Plaza Lane; I-20 Exit 185,Oxford AL ,36203"
-85.833028,33.599795,"Walmart Supercenter; #0809,  Gas/Diesel,","92 Plaza Lane; I-20 Exit 185,Oxford AL ,36203"
-85.650922,31.44433,"Walmart Supercenter; #0740,  Gas/Diesel,","1537 S Hwy 231,Ozark AL ,36360"
-85.6507927,31.4433707,"Murphy: USA;  Gas/Diesel,","1579 S Hwy 231,Ozark AL ,36360"
-86.791032,33.339511,"Walmart Supercenter; #5262,  Gas/Diesel,","2181 Pelham Pkwy; I-65 Exit 246,Pelham AL ,35124"
-86.792188,33.3384304,"Murphy: USA;  Gas/Diesel,","2191 Pelham Pkwy; I-65 Exit 246,Pelham AL ,35124"
-86.2799136,33.6091357,"Murphy: USA;  Gas/Diesel,","145 Vaughan Lane; I-20 Exit 158,Pell City AL ,35125"
